"コントロールカラム","ジャンルid","パス名"
"","55340207","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>MCP （Microsoft Certified Professional）"
"","55340208","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>MOS （Microsoft Office Specialist）"
"","55340209","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>Oracle Master"
"","55340210","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>P検"
"","55340212","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>インターネット検定 .com Master"
"","55340213","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>エンベデッドシステムスペシャリスト"
"","55340214","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>システムアーキテクト"
"","55340215","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>システム監査"
"","55340216","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>データベーススペシャリスト"
"","55340217","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>ネットワークスペシャリスト"
"","55340218","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>プロジェクトマネージャ"
"","55340219","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>ワープロ実務検定"
"","55340220","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>基本情報技術者"
"","55340221","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>応用情報技術者"
"","55340222","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>情報セキュリティスペシャリスト"
"","55340223","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>情報検定 （J検）"
"","55340224","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>日商PC検定"
"","55340211","本・コミック・雑誌>資格・検定・就職転職>コンピュータ・情報処理>その他コンピュータ・情報処理"
"","55340301","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>BATIC （国際会計検定）"
"","55340302","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>CPA （米国公認会計士）"
"","55340303","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>DCプランナー・アドバイザー"
"","55340304","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>FP技能士・AFP・CFP"
"","55340306","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>コンプライアンス・オフィサー"
"","55340307","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>ビジネス実務検定"
"","55340308","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>ビジネス実務法務検定"
"","55340309","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>マンション管理士・管理業務主任者"
"","55340310","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>メンタルヘルス・マネジメント"
"","55340312","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>不動産鑑定士"
"","55340313","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>中小企業診断士"
"","55340314","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>個人情報保護"
"","55340315","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>公認会計士"
"","55340316","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>公認内部監査人 （CIA）"
"","55340317","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>医療事務"
"","55340318","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>医療秘書技能検定"
"","55340319","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>医療経営士"
"","55340320","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>土地家屋調査士"
"","55340321","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>宅地建物取引士"
"","55340322","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>家電製品アドバイザー"
"","55340323","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>建設業経理事務士"
"","55340324","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>建設業経理士"
"","55340325","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>旅行業務取扱管理者"
"","55340326","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>消費生活アドバイザー"
"","55340327","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>珠算検定"
"","55340328","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>登録販売者"
"","55340329","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>知的財産管理技能検定"
"","55340330","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>社会保険労務士"
"","55340331","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>秘書検定"
"","55340332","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>税理士"
"","55340333","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>簿記実務検定"
"","55340334","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>簿記検定"
"","55340335","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>簿記能力検定"
"","55340336","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>証券アナリスト"
"","55340337","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>証券外務員"
"","55340338","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>販売士"
"","55340339","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>貸金業務取扱主任者"
"","55340340","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>通関士"
"","55340341","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>金融窓口サービス技能士"
"","55340342","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>銀行業務検定"
"","55340305","本・コミック・雑誌>資格・検定・就職転職>ビジネス・事務>その他ビジネス・事務"
"","55340401","本・コミック・雑誌>資格・検定・就職転職>医療・看護>あん摩マッサージ指圧師"
"","55340403","本・コミック・雑誌>資格・検定・就職転職>医療・看護>はり師・きゅう師"
"","55340404","本・コミック・雑誌>資格・検定・就職転職>医療・看護>保健師"
"","55340405","本・コミック・雑誌>資格・検定・就職転職>医療・看護>医師"
"","55340406","本・コミック・雑誌>資格・検定・就職転職>医療・看護>救急救命士"
"","55340407","本・コミック・雑誌>資格・検定・就職転職>医療・看護>柔道整復師"
"","55340408","本・コミック・雑誌>資格・検定・就職転職>医療・看護>歯科医師"
"","55340409","本・コミック・雑誌>資格・検定・就職転職>医療・看護>歯科技工士"
"","55340410","本・コミック・雑誌>資格・検定・就職転職>医療・看護>歯科衛生士"
"","55340411","本・コミック・雑誌>資格・検定・就職転職>医療・看護>理学療法士・作業療法士"
"","55340412","本・コミック・雑誌>資格・検定・就職転職>医療・看護>看護師・准看護師"
"","55340413","本・コミック・雑誌>資格・検定・就職転職>医療・看護>臨床心理士"
"","55340414","本・コミック・雑誌>資格・検定・就職転職>医療・看護>臨床検査技師"
"","55340415","本・コミック・雑誌>資格・検定・就職転職>医療・看護>薬剤師"
"","55340416","本・コミック・雑誌>資格・検定・就職転職>医療・看護>言語聴覚士"
"","55340417","本・コミック・雑誌>資格・検定・就職転職>医療・看護>診療放射線技師"
"","55340402","本・コミック・雑誌>資格・検定・就職転職>医療・看護>その他医療・看護"
"","55340501","本・コミック・雑誌>資格・検定・就職転職>就職・転職>SPI・玉手箱対策"
"","55340503","本・コミック・雑誌>資格・検定・就職転職>就職・転職>就職・転職全般"
"","55340504","本・コミック・雑誌>資格・検定・就職転職>就職・転職>採用面接・試験対策"
"","55340505","本・コミック・雑誌>資格・検定・就職転職>就職・転職>業界研究"
"","55340502","本・コミック・雑誌>資格・検定・就職転職>就職・転職>その他就職・転職"
"","55340601","本・コミック・雑誌>資格・検定・就職転職>建築・土木>CADトレース技能審査"
"","55340602","本・コミック・雑誌>資格・検定・就職転職>建築・土木>CAD利用技術者"
"","55340604","本・コミック・雑誌>資格・検定・就職転職>建築・土木>インテリアコーディネーター"
